Income,LoanAmount,CreditScore,InterestRate,Education,EmploymentType,HasMortgage,HasDependents,LoanPurpose,Default
60722,16202,769,6.96,High School,Full-time,Yes,Yes,Auto,0
126919,45367,784,7.21,Bachelor's,Part-time,No,No,Other,0
64629,216186,615,6.63,Master's,Part-time,Yes,No,Education,0
38421,160791,415,2.33,Master's,Full-time,No,No,Education,0
40429,83186,709,18.68,PhD,Part-time,No,No,Education,0
39149,8887,739,18.66,PhD,Unemployed,Yes,No,Other,0
132947,232853,641,3.66,Master's,Part-time,Yes,No,Other,0
49492,246057,823,11.87,Bachelor's,Self-employed,Yes,No,Home,0
148743,231413,707,13.74,Bachelor's,Self-employed,No,Yes,Education,0
112757,182276,485,9.77,High School,Part-time,Yes,No,Business,0
76749,196689,678,21.59,PhD,Part-time,Yes,Yes,Home,0
66168,197610,614,13.2,Bachelor's,Full-time,Yes,Yes,Business,0
53100,189339,715,4.98,Bachelor's,Part-time,Yes,Yes,Education,0
46470,99542,463,24.42,Master's,Full-time,No,No,Home,0
124175,242931,702,13.62,High School,Self-employed,No,Yes,Education,0
82519,193197,793,22.85,Bachelor's,Unemployed,Yes,Yes,Education,0
19187,45716,480,4.83,Bachelor's,Self-employed,Yes,Yes,Education,0
135699,121247,812,7.29,Bachelor's,Part-time,No,Yes,Business,0
87604,21759,644,10.27,PhD,Part-time,Yes,No,Education,0
54586,116991,716,4.88,High School,Full-time,Yes,Yes,Other,0
31048,208634,333,19.09,Bachelor's,Part-time,No,No,Home,0
67411,30775,511,22.62,Bachelor's,Self-employed,Yes,No,Auto,0
19837,24024,441,6.31,High School,Self-employed,No,Yes,Education,0
78603,98170,389,22.72,PhD,Part-time,Yes,Yes,Education,0
38645,59204,438,6.89,Master's,Full-time,No,Yes,Business,0
27628,214474,550,23.87,Master's,Part-time,Yes,No,Home,0
40658,64997,426,19.25,Master's,Unemployed,Yes,No,Home,0
126042,72853,518,9.8,Master's,Unemployed,No,No,Education,0
23996,166196,308,18.3,Bachelor's,Self-employed,Yes,Yes,Other,0
45008,41073,358,3.21,PhD,Full-time,Yes,Yes,Home,0
85747,220643,811,3.36,PhD,Self-employed,No,Yes,Other,0
130553,232757,826,22.18,Bachelor's,Part-time,Yes,No,Home,0
105820,168628,416,17.06,Bachelor's,Full-time,No,Yes,Education,0
142471,242339,336,20.61,Bachelor's,Self-employed,Yes,Yes,Business,0
43099,234585,562,16.79,Master's,Unemployed,No,Yes,Education,0
78689,15883,654,7.81,Bachelor's,Self-employed,Yes,Yes,Other,0
30982,103279,416,18.47,Master's,Part-time,No,Yes,Auto,0
92568,164345,520,19.05,Bachelor's,Full-time,Yes,Yes,Home,0
131369,12789,799,17.41,PhD,Unemployed,Yes,Yes,Auto,0
101137,203763,840,13.22,Master's,Part-time,No,Yes,Education,0
139132,212681,553,12.94,PhD,Self-employed,Yes,No,Home,0
121546,103034,323,21.34,High School,Self-employed,No,No,Home,0
103013,16961,533,17.46,High School,Part-time,No,No,Auto,1
78396,225810,633,13.78,PhD,Full-time,No,Yes,Home,0
119565,244048,791,3.2,PhD,Part-time,No,Yes,Home,0
125027,238219,495,12.24,Master's,Part-time,Yes,Yes,Home,0
48851,90246,329,15.76,Bachelor's,Full-time,No,No,Home,0
107696,84431,559,6.18,High School,Unemployed,Yes,Yes,Home,0
42083,238911,814,2.26,PhD,Self-employed,Yes,Yes,Auto,0
23474,213588,650,13.43,Bachelor's,Part-time,No,No,Business,0
117982,18158,820,13.96,Bachelor's,Unemployed,Yes,Yes,Home,0
15170,59904,373,8.78,Bachelor's,Full-time,No,Yes,Education,0
50843,216079,511,5.98,High School,Part-time,No,Yes,Home,0
26437,135153,489,4.17,Bachelor's,Self-employed,Yes,No,Other,0
81318,64379,617,14.19,High School,Part-time,No,Yes,Business,0
18401,117977,422,3.92,PhD,Part-time,Yes,No,Auto,0
141339,201598,570,11.39,High School,Part-time,No,Yes,Other,0
120938,17560,675,10.91,Master's,Part-time,Yes,No,Auto,0
116649,190938,488,10.83,Bachelor's,Full-time,No,Yes,Other,0
29841,27796,667,15.39,Master's,Unemployed,No,Yes,Auto,0
112582,125737,462,4.89,PhD,Full-time,No,Yes,Education,0
19428,222943,843,3.47,Master's,Full-time,No,No,Other,0
110474,146371,697,16.67,Bachelor's,Full-time,No,Yes,Business,1
46457,65782,829,23.16,PhD,Unemployed,Yes,No,Auto,0
118058,219973,441,13.5,PhD,Self-employed,Yes,Yes,Home,0
31530,246394,594,14.75,Bachelor's,Self-employed,No,Yes,Home,1
25645,200929,363,7.25,High School,Self-employed,No,No,Other,1
149368,108327,488,7.79,PhD,Unemployed,Yes,Yes,Auto,0
50172,47368,347,9.93,High School,Part-time,Yes,Yes,Other,0
84877,88745,387,7.76,Bachelor's,Self-employed,No,No,Education,0
142592,112028,739,6.51,PhD,Unemployed,Yes,No,Business,0
34240,132616,625,17.83,Master's,Self-employed,Yes,Yes,Auto,0
120261,45968,773,4.56,Master's,Unemployed,No,No,Auto,1
77094,239503,658,17.26,High School,Part-time,No,No,Education,0
68965,53184,724,8.76,Master's,Full-time,Yes,No,Other,0
22639,58476,628,22.87,High School,Full-time,No,No,Education,0
121465,113365,629,21.33,Master's,Self-employed,Yes,Yes,Education,0
103103,199693,771,8.28,Master's,Self-employed,No,No,Home,0
39669,87337,494,24.56,PhD,Unemployed,No,No,Education,0
23959,233688,650,13.86,Bachelor's,Unemployed,Yes,No,Other,0
75537,151428,654,19.34,Master's,Unemployed,No,No,Education,0
22620,180637,760,8.89,Master's,Full-time,Yes,Yes,Business,0
33837,209345,787,5.76,PhD,Unemployed,No,Yes,Auto,0
104006,108693,612,3.11,PhD,Full-time,Yes,No,Education,0
61705,172015,493,20.76,High School,Self-employed,No,Yes,Other,0
119860,164819,356,15.41,Master's,Unemployed,Yes,No,Education,0
40956,51279,805,13.07,High School,Self-employed,Yes,No,Education,0
42064,183719,798,3.5,High School,Part-time,No,Yes,Business,0
93693,238863,335,16.79,Bachelor's,Self-employed,Yes,No,Other,0
80416,100362,381,23.29,Bachelor's,Full-time,Yes,Yes,Home,0
47625,109838,376,9.47,Bachelor's,Full-time,Yes,Yes,Home,0
20115,11124,759,20.57,Bachelor's,Self-employed,No,Yes,Other,0
77654,113852,828,4.03,Master's,Unemployed,Yes,No,Home,0
20763,180797,463,4.66,Bachelor's,Full-time,No,Yes,Business,0
28750,110348,611,12.12,PhD,Full-time,Yes,Yes,Auto,0
97982,117580,608,19.74,Master's,Part-time,Yes,No,Education,0
120636,84973,429,3.21,Master's,Part-time,No,Yes,Business,0
91559,225429,733,21.81,PhD,Unemployed,Yes,No,Other,0
53685,128447,300,9.79,PhD,Unemployed,Yes,Yes,Education,0
65358,90496,516,12.3,Master's,Full-time,No,Yes,Business,0
29839,16988,383,12.21,High School,Self-employed,Yes,Yes,Other,0
73681,86313,766,11.13,Master's,Unemployed,Yes,No,Auto,0
89863,192165,844,14.5,High School,Unemployed,No,Yes,Auto,0
65159,213738,731,11.67,PhD,Self-employed,Yes,Yes,Other,0
62159,16081,437,5.5,PhD,Unemployed,Yes,No,Home,0
75932,108587,683,13.02,Master's,Full-time,Yes,Yes,Other,0
141281,50147,653,20.89,Bachelor's,Self-employed,Yes,No,Other,0
118603,192891,491,23.42,High School,Full-time,Yes,No,Other,0
59714,185894,358,13.16,PhD,Part-time,Yes,No,Other,0
132304,5949,716,13.21,Master's,Full-time,Yes,Yes,Business,0
138924,87716,613,18.64,High School,Unemployed,No,Yes,Business,0
122157,156942,737,21.05,PhD,Unemployed,Yes,Yes,Business,0
133737,43966,457,9.81,High School,Full-time,Yes,No,Education,0
53378,122334,626,21.32,High School,Full-time,Yes,No,Education,0
56476,179828,480,3.79,Bachelor's,Unemployed,No,No,Business,0
137088,159261,525,2.63,Bachelor's,Full-time,Yes,Yes,Home,0
49769,149308,730,8.92,Bachelor's,Full-time,Yes,No,Education,0
22786,242651,356,24.63,PhD,Unemployed,No,Yes,Home,0
23559,175827,481,4.42,PhD,Full-time,Yes,No,Other,1
36552,36596,557,15.85,High School,Self-employed,No,No,Business,1
86555,248748,500,15.58,PhD,Self-employed,No,Yes,Other,0
73084,210326,339,14.27,High School,Part-time,Yes,Yes,Auto,1
141831,78664,502,13.81,PhD,Unemployed,No,No,Business,0
64486,184041,421,14.13,High School,Full-time,Yes,Yes,Business,0
140199,101811,601,21.26,PhD,Part-time,Yes,Yes,Education,0
73679,149994,305,14.57,Bachelor's,Part-time,Yes,No,Other,0
106396,184495,652,23.35,PhD,Self-employed,No,No,Education,0
133715,64708,365,19.46,Bachelor's,Unemployed,No,No,Other,0
54843,146966,494,15.04,Master's,Unemployed,No,No,Home,0
79439,95906,418,21.67,Bachelor's,Part-time,No,No,Education,1
18122,56517,317,20.32,High School,Part-time,Yes,Yes,Auto,0
93790,34603,694,2.98,PhD,Full-time,Yes,No,Auto,0
45700,190169,562,15.72,Master's,Part-time,No,Yes,Auto,1
70349,150350,727,24.51,PhD,Full-time,No,No,Business,0
149786,222690,374,24.79,High School,Full-time,Yes,No,Home,0
26237,75808,369,4.59,Master's,Unemployed,No,No,Auto,0
50384,217961,669,16.02,Master's,Unemployed,No,Yes,Home,0
103477,130138,802,10.32,PhD,Full-time,No,Yes,Home,0
21479,133953,537,16.65,Master's,Self-employed,Yes,No,Auto,0
54385,203570,821,10.91,Bachelor's,Unemployed,No,No,Auto,0
25693,25590,330,18.08,PhD,Part-time,Yes,No,Business,0
135931,39685,737,12.05,Bachelor's,Full-time,Yes,Yes,Education,0
20219,58289,700,8.08,High School,Part-time,No,Yes,Other,0
79203,79191,795,3.77,Master's,Unemployed,Yes,Yes,Business,0
67033,92764,460,4.97,Master's,Unemployed,No,No,Education,0
119888,200544,389,14.67,High School,Unemployed,No,No,Auto,0
61468,210445,726,7.79,PhD,Full-time,No,Yes,Home,0
139967,172016,330,24.79,PhD,Part-time,Yes,Yes,Business,0
123265,192458,424,20.35,High School,Full-time,Yes,Yes,Business,1
101394,128090,389,12.33,High School,Unemployed,No,No,Business,0
96421,227250,694,12.5,PhD,Unemployed,No,Yes,Home,0
142665,212245,558,2.52,PhD,Full-time,No,Yes,Home,0
54035,37584,638,23.52,Master's,Self-employed,No,Yes,Education,1
106279,84115,513,12.67,Bachelor's,Part-time,Yes,Yes,Education,0
23177,179784,795,13.25,Bachelor's,Part-time,No,Yes,Home,1
25174,52814,315,15.95,High School,Self-employed,No,No,Auto,1
54981,66575,309,14.02,Master's,Full-time,Yes,Yes,Business,0
92046,208946,612,5.85,PhD,Unemployed,No,No,Other,0
107079,205352,845,4.82,High School,Self-employed,No,No,Business,0
61765,25997,548,9.16,PhD,Part-time,No,No,Business,0
115081,82627,615,17.77,High School,Self-employed,No,No,Other,0
71710,174429,619,9.11,Bachelor's,Full-time,Yes,Yes,Home,0
35623,183876,404,16.1,Master's,Part-time,Yes,No,Business,0
24731,115813,672,20.03,Master's,Unemployed,No,Yes,Business,1
92982,242575,717,6.87,PhD,Full-time,No,No,Business,0
64884,235651,626,6.75,Master's,Self-employed,Yes,Yes,Auto,0
94137,113849,399,17.18,Bachelor's,Unemployed,No,No,Auto,1
51746,49458,305,13.43,Master's,Self-employed,No,Yes,Education,1
43268,221647,747,22.16,Bachelor's,Part-time,Yes,No,Other,0
109722,79667,799,21.27,Bachelor's,Full-time,Yes,Yes,Auto,0
32980,154791,594,3.96,High School,Full-time,No,Yes,Business,0
113617,65589,717,8.87,Bachelor's,Full-time,Yes,Yes,Home,0
61029,47319,743,10.91,Bachelor's,Unemployed,No,No,Home,0
140655,11999,722,4.2,Bachelor's,Part-time,No,Yes,Auto,0
15647,99637,770,23.68,Master's,Unemployed,Yes,No,Home,0
90475,142000,549,8.67,PhD,Unemployed,Yes,Yes,Home,0
57623,248340,325,21.2,High School,Self-employed,No,No,Other,1
78681,125158,597,2.74,Bachelor's,Full-time,Yes,Yes,Auto,0
79127,103354,645,6.52,Master's,Part-time,No,Yes,Other,0
92338,83441,364,13.97,Bachelor's,Self-employed,No,Yes,Home,0
75556,188777,340,21.8,PhD,Unemployed,No,No,Business,1
46106,65195,355,6.18,High School,Part-time,Yes,Yes,Auto,0
84566,191118,510,16.93,High School,Self-employed,No,No,Auto,0
57304,40262,689,12.79,High School,Unemployed,Yes,Yes,Other,0
76060,146085,332,4.18,PhD,Unemployed,No,Yes,Home,0
75666,115169,712,15.7,Bachelor's,Self-employed,No,Yes,Business,0
30275,51598,399,13.28,High School,Unemployed,No,Yes,Home,0
66181,152694,810,17.75,Bachelor's,Unemployed,No,No,Home,0
129150,209026,655,23.95,Master's,Self-employed,Yes,Yes,Other,0
133557,212325,571,8.39,PhD,Full-time,Yes,No,Home,0
114469,203911,500,19.34,PhD,Full-time,No,Yes,Home,0
90539,175198,466,24.52,Master's,Unemployed,No,Yes,Education,1
82883,128069,634,17.85,Bachelor's,Unemployed,No,Yes,Auto,0
37382,171039,442,13.19,Bachelor's,Full-time,Yes,Yes,Auto,0
35914,51617,816,10.1,High School,Self-employed,No,No,Education,0
52136,5370,646,21.47,High School,Full-time,No,No,Business,0
96802,161748,782,2.4,PhD,Unemployed,No,Yes,Education,0
93279,60225,664,3.55,High School,Self-employed,Yes,Yes,Business,0
53731,106807,439,4.47,PhD,Full-time,No,Yes,Business,0
56817,30723,587,13.06,High School,Unemployed,Yes,Yes,Home,0
38212,159156,627,22.24,PhD,Self-employed,No,Yes,Home,0
114534,39937,497,13.95,Bachelor's,Full-time,No,No,Business,0
70796,98406,344,10.35,Bachelor's,Self-employed,Yes,No,Other,0
82338,51454,639,7.93,Bachelor's,Self-employed,No,Yes,Education,0
119445,105284,814,21.6,Master's,Full-time,No,Yes,Education,0
128894,144746,588,12.17,Master's,Self-employed,Yes,No,Other,0
66698,226644,771,20.09,High School,Self-employed,Yes,Yes,Home,0
74303,97722,710,10.86,Master's,Part-time,No,No,Other,0
106539,222790,763,3.9,Master's,Full-time,No,No,Business,0
137074,97130,530,11.44,Master's,Part-time,No,No,Business,0
88453,45473,538,19.66,Bachelor's,Part-time,Yes,No,Auto,0
120733,191063,327,17.1,Bachelor's,Part-time,Yes,No,Home,1
123569,22437,550,19.16,High School,Full-time,Yes,Yes,Other,0
117548,98830,556,19.93,Bachelor's,Full-time,No,No,Business,0
46125,198364,605,24.3,Bachelor's,Unemployed,No,Yes,Business,0
27841,95178,808,21.22,Master's,Self-employed,Yes,No,Business,0
42894,128501,789,21.62,Bachelor's,Full-time,Yes,No,Home,0
25765,230605,673,15.74,High School,Part-time,No,Yes,Business,0
42828,238308,627,5.86,High School,Unemployed,No,No,Auto,0
130820,103663,772,6.55,High School,Self-employed,No,No,Auto,0
144883,41106,611,21.37,High School,Part-time,Yes,No,Education,0
92227,215694,532,2.56,PhD,Unemployed,Yes,No,Business,0
115172,162466,567,18.08,High School,Unemployed,Yes,No,Auto,0
79335,151365,838,17.65,PhD,Part-time,No,Yes,Education,0
136628,24149,402,4.62,High School,Full-time,Yes,No,Home,0
99972,41276,576,3.38,Bachelor's,Unemployed,Yes,No,Home,0
59580,217284,364,7.26,Master's,Full-time,No,No,Business,0
51060,201389,407,22.16,High School,Full-time,No,No,Business,0
90123,44203,586,23.32,PhD,Part-time,Yes,Yes,Business,0
17833,192044,448,6,Bachelor's,Part-time,Yes,No,Business,0
134775,157043,587,9.45,High School,Part-time,Yes,No,Other,0
107676,183213,568,12.38,Bachelor's,Part-time,No,Yes,Home,0
24368,138266,316,21.35,Master's,Part-time,No,No,Education,1
48237,51883,361,22.61,High School,Full-time,Yes,No,Business,0
132993,83026,470,3.22,Bachelor's,Unemployed,No,Yes,Other,0
112665,189645,331,21.16,Master's,Full-time,Yes,Yes,Business,0
121711,98594,431,13.78,Master's,Self-employed,No,No,Business,1
112826,74080,400,6.2,High School,Unemployed,Yes,No,Education,0
103641,189957,805,5.53,Bachelor's,Full-time,No,Yes,Auto,0
19002,93670,491,15.48,Master's,Unemployed,No,No,Education,1
24732,77472,482,17.84,High School,Part-time,No,No,Other,0
38349,236365,325,19.94,High School,Full-time,Yes,No,Home,0
102777,103082,356,8.18,Master's,Unemployed,Yes,No,Auto,1
21473,175166,334,4.1,Master's,Self-employed,No,No,Education,0
33835,68878,300,20.62,Bachelor's,Part-time,Yes,No,Home,1
32993,123097,736,19.6,Master's,Part-time,No,No,Home,0
49510,158119,566,15.61,PhD,Unemployed,Yes,Yes,Business,0
71345,103994,590,10.7,PhD,Full-time,No,No,Business,0
123265,130737,320,4.36,High School,Unemployed,Yes,Yes,Other,0
62526,77898,400,13.51,PhD,Self-employed,No,No,Other,0
91957,11899,344,19.19,PhD,Unemployed,Yes,Yes,Other,0
114678,30795,754,18.51,PhD,Part-time,No,No,Auto,0
69469,130956,533,20.4,PhD,Unemployed,No,No,Auto,0
125896,135639,480,9.04,Bachelor's,Full-time,Yes,Yes,Education,0
107756,144284,528,15.63,High School,Unemployed,Yes,No,Auto,0
138886,174114,508,18.88,Master's,Full-time,No,Yes,Other,0
119807,147132,624,12,High School,Self-employed,Yes,Yes,Education,0
69878,25903,559,21.49,PhD,Part-time,Yes,No,Other,0
133310,216325,780,4.85,Bachelor's,Unemployed,No,No,Other,0
27076,23083,795,8.98,High School,Self-employed,No,No,Business,0
74717,11960,412,5.03,High School,Full-time,Yes,Yes,Education,0
74128,231322,549,17.31,Bachelor's,Unemployed,Yes,Yes,Home,0
29045,59859,565,5.13,Master's,Full-time,No,No,Auto,1
138509,215340,593,18.18,Bachelor's,Self-employed,No,No,Home,0
128993,74775,738,22.69,Bachelor's,Unemployed,No,No,Auto,0
102612,140884,452,15.23,Master's,Self-employed,Yes,Yes,Home,1
58957,249510,461,8.57,Master's,Full-time,No,No,Auto,0
71829,14107,681,2.41,Bachelor's,Unemployed,No,No,Business,0
49187,72953,779,6.51,Bachelor's,Self-employed,Yes,No,Business,0
46493,159788,556,17.47,Bachelor's,Full-time,Yes,No,Education,1
19178,14675,655,17.69,Master's,Self-employed,Yes,Yes,Education,0
21919,166838,470,22.31,Bachelor's,Full-time,No,No,Home,0
45790,220200,771,4.19,High School,Self-employed,No,Yes,Business,0
93513,231682,743,5.88,PhD,Full-time,Yes,Yes,Home,0
69728,12089,614,11.41,Bachelor's,Unemployed,No,No,Auto,0
16833,165572,529,17.1,Master's,Full-time,Yes,No,Other,0
148407,7427,547,20.92,Bachelor's,Unemployed,Yes,No,Education,0
49007,102454,441,8.66,Master's,Self-employed,No,No,Home,0
34484,128865,329,13.95,Bachelor's,Full-time,Yes,Yes,Auto,1
119427,237051,454,17.16,Master's,Self-employed,Yes,No,Auto,0
63374,95168,649,10.43,High School,Full-time,No,No,Education,0
104266,110896,845,5.99,Master's,Full-time,Yes,Yes,Business,0
86337,53365,648,5.06,High School,Self-employed,No,Yes,Business,0
101072,145667,502,3.09,PhD,Unemployed,Yes,Yes,Auto,0
121821,220230,755,17,Bachelor's,Full-time,No,No,Home,0
129440,183518,528,6.44,Bachelor's,Self-employed,Yes,No,Business,0
135820,53270,348,17.61,PhD,Self-employed,No,Yes,Education,1
38461,124618,629,2.63,High School,Part-time,No,No,Education,0
55039,41768,619,2.14,High School,Self-employed,Yes,Yes,Education,0
122323,179596,488,11,High School,Self-employed,No,No,Education,0
140879,115265,698,8.17,PhD,Part-time,No,Yes,Home,0
137391,60547,416,9.98,High School,Part-time,Yes,No,Education,0
65084,148698,461,13.44,Bachelor's,Unemployed,No,No,Home,0
58315,102979,472,8.16,PhD,Full-time,No,Yes,Other,0
88204,94836,430,24.58,PhD,Unemployed,No,No,Home,0
121869,99582,690,17.81,Bachelor's,Self-employed,No,Yes,Education,0
142233,215231,375,4.68,Bachelor's,Unemployed,Yes,No,Business,0
56530,12921,472,24.25,PhD,Full-time,No,Yes,Auto,0
28528,209039,668,3.94,Master's,Unemployed,Yes,No,Other,0
111522,5034,402,19.99,PhD,Unemployed,Yes,No,Home,0
90766,102742,564,21.34,High School,Part-time,Yes,Yes,Education,0
79275,62253,747,2.81,High School,Unemployed,No,No,Auto,0
100909,25975,661,7.03,PhD,Part-time,No,No,Auto,0
124284,53019,762,13.81,Master's,Part-time,Yes,Yes,Other,0
84177,102199,448,6.67,High School,Self-employed,Yes,Yes,Auto,0
48045,186450,775,16.07,PhD,Full-time,Yes,No,Business,0
17100,174189,565,4.11,PhD,Unemployed,Yes,No,Business,0
143039,51393,468,24.97,High School,Full-time,Yes,Yes,Auto,0
61162,222190,716,18.99,High School,Full-time,No,No,Home,0
27923,99723,787,22.89,PhD,Unemployed,No,No,Other,0
55295,112860,495,9.66,Master's,Part-time,Yes,Yes,Business,0
39067,29333,794,17.08,High School,Part-time,Yes,Yes,Business,0
99376,103838,836,10.3,PhD,Full-time,No,Yes,Auto,0
106357,17307,660,17.21,High School,Full-time,Yes,Yes,Business,0
18381,98968,834,11.35,PhD,Self-employed,No,Yes,Other,0
61384,82207,391,10.59,PhD,Part-time,Yes,No,Business,1
46798,128358,364,4.59,High School,Unemployed,Yes,Yes,Auto,0
146994,81802,307,5.27,Bachelor's,Full-time,Yes,Yes,Other,0
27618,241811,513,15.2,High School,Part-time,No,No,Auto,0
59458,48097,467,8.99,Master's,Self-employed,No,No,Business,0
127980,179141,479,21.04,High School,Unemployed,Yes,Yes,Other,0
35971,169636,812,5.18,PhD,Part-time,No,Yes,Auto,0
147381,76456,412,23.39,Master's,Part-time,Yes,No,Business,0
76593,222556,636,21.94,PhD,Part-time,No,Yes,Home,1
75847,105837,463,12.67,Bachelor's,Unemployed,No,No,Other,0
21933,51245,676,5.03,Bachelor's,Part-time,Yes,No,Business,0
59951,186058,827,12.77,PhD,Unemployed,Yes,Yes,Home,0
81754,178568,729,16.01,PhD,Part-time,Yes,No,Other,0
86685,67198,513,12.83,Bachelor's,Part-time,Yes,No,Auto,0
83002,193731,646,6.72,Master's,Unemployed,Yes,Yes,Education,0
31979,176704,389,10.05,PhD,Self-employed,No,Yes,Auto,0
84463,225401,589,24.91,PhD,Unemployed,No,No,Auto,0
61880,214533,512,14.83,High School,Unemployed,No,Yes,Auto,0
43043,84944,485,20.4,High School,Full-time,No,No,Home,0
99080,154579,715,2.81,Master's,Unemployed,No,Yes,Education,0
133222,191204,838,2.24,Master's,Full-time,Yes,No,Business,0
72572,236894,462,10.09,High School,Full-time,Yes,Yes,Other,0
149223,245477,426,6.49,PhD,Part-time,No,Yes,Auto,0
98347,104735,357,19.82,PhD,Unemployed,No,Yes,Education,0
103597,125623,783,20.89,High School,Full-time,Yes,No,Business,0
51427,200431,590,8.09,Master's,Part-time,No,No,Home,0
75446,92008,325,23.47,Master's,Part-time,No,Yes,Home,1
78115,244133,567,5.5,High School,Unemployed,Yes,No,Home,0
127161,217706,679,7.67,Bachelor's,Part-time,Yes,Yes,Auto,0
145620,58434,402,22.69,PhD,Unemployed,No,Yes,Auto,1
136322,20381,413,14.48,High School,Self-employed,Yes,Yes,Business,0
96352,7565,687,19.24,Master's,Unemployed,Yes,No,Other,0
121398,22676,556,13.77,Bachelor's,Unemployed,Yes,Yes,Business,0
114330,161070,602,2.76,PhD,Unemployed,No,No,Business,0
111998,94964,426,21.07,PhD,Part-time,No,Yes,Home,0
50248,166273,314,15.78,Master's,Unemployed,Yes,Yes,Home,0
138627,13197,600,24.83,PhD,Unemployed,Yes,Yes,Education,0
58286,230115,302,7.59,High School,Self-employed,No,No,Education,0
120060,60310,722,20.9,PhD,Unemployed,No,No,Other,0
31583,65566,403,6.27,High School,Full-time,No,No,Business,0
31312,101214,733,20.28,PhD,Self-employed,Yes,No,Business,0
47144,7055,575,18.68,PhD,Part-time,Yes,No,Home,0
121097,166834,691,9.15,Bachelor's,Full-time,No,No,Business,0
139276,8630,485,8.37,PhD,Part-time,Yes,Yes,Other,0
110538,6441,766,14.96,PhD,Part-time,No,Yes,Education,0
40285,196029,658,19.75,Bachelor's,Self-employed,Yes,No,Business,0
96755,237085,599,3.2,High School,Self-employed,Yes,No,Education,0
97808,98979,736,13.3,PhD,Self-employed,No,Yes,Education,0
90180,215339,446,10.19,High School,Unemployed,No,No,Other,1
102725,192300,511,23.86,Master's,Unemployed,No,Yes,Other,0
127204,45316,623,8.77,Bachelor's,Full-time,No,Yes,Business,0
80883,95883,481,17.26,PhD,Part-time,Yes,No,Home,0
146422,157761,719,3.6,PhD,Self-employed,No,No,Business,0
104325,133298,608,7.95,PhD,Part-time,Yes,Yes,Education,0
115511,187520,693,23.2,PhD,Unemployed,No,Yes,Other,0
142331,46613,421,23.44,PhD,Unemployed,Yes,No,Business,0
122817,74398,392,20.2,Bachelor's,Full-time,Yes,Yes,Other,0
26523,248920,827,4.9,Bachelor's,Self-employed,Yes,No,Business,0
93679,178308,682,17.76,High School,Part-time,No,No,Education,0
109248,76588,436,7.52,Bachelor's,Full-time,Yes,No,Home,0
85653,213013,445,11.95,PhD,Self-employed,Yes,Yes,Education,0
69809,113704,300,15.34,PhD,Unemployed,Yes,No,Home,1
139911,146765,760,9.75,Bachelor's,Self-employed,No,Yes,Education,0
38710,128860,677,24.2,Bachelor's,Full-time,No,Yes,Education,0
38614,60270,501,14.47,High School,Part-time,No,No,Other,0
42742,171518,412,24.42,Bachelor's,Full-time,Yes,Yes,Education,0
74904,69365,480,18.94,Bachelor's,Self-employed,No,No,Other,0
68539,39242,593,21.08,Master's,Unemployed,No,Yes,Auto,0
124116,187240,459,20.39,PhD,Full-time,No,Yes,Other,0
108006,39405,812,12.42,Master's,Self-employed,No,Yes,Business,0
95100,171586,544,9.18,High School,Self-employed,No,No,Home,0
83498,94570,604,15.4,Master's,Full-time,No,No,Home,0
37426,105178,809,19.64,Bachelor's,Full-time,Yes,No,Auto,0
119533,203466,456,10.08,High School,Full-time,No,Yes,Education,0
36127,157912,518,13.18,Bachelor's,Unemployed,No,Yes,Auto,0
49882,112928,314,17.76,Master's,Unemployed,Yes,Yes,Home,1
149581,82572,586,11.72,Master's,Unemployed,No,No,Home,0
90407,27568,703,9.54,Master's,Part-time,Yes,No,Home,0
31561,130036,431,7.43,PhD,Part-time,No,No,Education,0
128971,106602,588,19.49,PhD,Full-time,Yes,Yes,Home,0
51418,73876,642,12.82,Master's,Unemployed,Yes,No,Home,0
116667,219723,735,8.67,Bachelor's,Self-employed,No,Yes,Auto,0
92943,231959,848,6.96,PhD,Self-employed,Yes,No,Education,1
83484,119041,529,19.32,High School,Part-time,No,Yes,Other,0
86911,26832,571,5.44,High School,Full-time,Yes,No,Auto,0
51345,242687,403,18.54,High School,Unemployed,Yes,Yes,Other,1
51112,133033,394,18.06,PhD,Full-time,No,Yes,Education,0
106888,35051,443,23.94,Master's,Full-time,Yes,No,Other,0
39695,33963,565,16.81,Bachelor's,Full-time,Yes,Yes,Auto,0
73318,76805,529,12.03,Master's,Self-employed,No,No,Education,0
80596,166834,532,18.74,Bachelor's,Full-time,Yes,Yes,Home,0
26040,109225,846,16.02,High School,Full-time,Yes,Yes,Business,1
69435,169933,747,18.27,PhD,Self-employed,Yes,No,Education,0
73928,17341,375,14.7,PhD,Self-employed,Yes,No,Home,0
139345,76142,499,17.16,High School,Part-time,Yes,No,Other,0
82272,215467,594,16.9,Bachelor's,Full-time,No,Yes,Home,0
117351,140428,318,7.65,PhD,Self-employed,Yes,Yes,Auto,0
26883,25898,616,5.32,High School,Unemployed,Yes,No,Auto,0
118076,233331,328,17.47,High School,Full-time,No,No,Other,0
96775,214969,467,17.43,PhD,Part-time,Yes,Yes,Auto,0
50918,170235,420,9.91,PhD,Full-time,Yes,No,Education,0
97230,88265,826,17.02,Master's,Unemployed,Yes,Yes,Home,0
71025,230762,782,10.68,Master's,Unemployed,No,No,Other,0
19685,11773,651,7.93,PhD,Part-time,Yes,Yes,Auto,0
54641,64358,349,5.57,High School,Full-time,No,Yes,Auto,0
